"Metabolite","type","Estimate_Age","p_value_Age","Estimate_Sex","p_value_Sex","Estimate_Metabolite","Std_Error_Metabolite","df_Metabolite","p_value_Metabolite","Singular_fit_Metabolite","FDR_Metabolite","Compound.Name","CASNumber","Number.Passed","Retention.Time","Measured.Retention.Time","Product.Mass","QualifierMass"
"M.75","CRP",-0.0026,0.8979,-0.2327,0.588,-0.0034,0.0034,75,0.3271,"TRUE",0.9457531,"C175 - 3.3099997","",74,3.31,3.270083,923.4979,462.2522
"M.75","ApoB",-0.1028,0.5313,-3.8036,0.2752,0.0296,0.0243,73.8,0.2278,"FALSE",0.9457531,"C175 - 3.3099997","",74,3.31,3.270083,923.4979,462.2522
"M.75","HDL_LDL",0.001,0.3584,0.0342,0.1354,1e-04,2e-04,75.77,0.4046,"FALSE",0.9457531,"C175 - 3.3099997","",74,3.31,3.270083,923.4979,462.2522
"M.75","Chol_T_HDL",-0.0048,0.4887,-0.2981,0.04372,1e-04,0.0011,75.95,0.9174,"FALSE",0.9996524,"C175 - 3.3099997","",74,3.31,3.270083,923.4979,462.2522
"M.76","SBP",0.0556,0.6725,-2.9514,0.2906,0.0187,0.0255,61,0.4664,"TRUE",0.9457531,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","DBP",-0.0163,0.8368,-0.8752,0.6022,0.0157,0.0154,61,0.3127,"TRUE",0.9457531,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","Insulin",-0.0243,0.7055,-0.4449,0.7437,-0.004,0.0119,75,0.7387,"TRUE",0.9759918,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","Chol_T",-0.2349,0.3822,-5.0239,0.377,0.1338,0.0427,68.68,0.002557,"FALSE",0.3078712,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","TG",-0.205,0.6966,-15.5055,0.1646,0.0777,0.0957,76,0.4191,"TRUE",0.9457531,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","LDL",-0.2063,0.3186,-4.2056,0.335,0.0955,0.0375,76,0.01299,"TRUE",0.7724465,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","HDL",0.0284,0.7279,2.4832,0.1544,0.0279,0.0143,74.05,0.05498,"FALSE",0.9400567,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","CRP",-0.0018,0.9276,-0.2252,0.5998,-0.004,0.0037,75,0.293,"TRUE",0.9457531,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","ApoB",-0.0854,0.6074,-3.964,0.2642,0.0755,0.0235,59.73,0.002127,"FALSE",0.2950034,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","HDL_LDL",7e-04,0.4853,0.0347,0.1228,-2e-04,2e-04,74.4,0.3401,"FALSE",0.9457531,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.76","Chol_T_HDL",-0.004,0.5477,-0.3013,0.03823,0.0013,0.0012,74.75,0.2816,"FALSE",0.9457531,"PC(20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","",162,4.247,4.389833,830.5711,831.5743
"M.77","SBP",0.0624,0.6377,-2.4024,0.3997,0.0135,0.0209,61,0.5198,"TRUE",0.9716688,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","DBP",-0.0162,0.8405,-0.6422,0.7103,0.0037,0.0127,61,0.7726,"TRUE",0.9802088,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","Insulin",-0.0276,0.6677,-0.7193,0.6078,-0.0074,0.0101,75,0.4694,"TRUE",0.9457531,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","Chol_T",-0.2713,0.3378,-2.2206,0.7159,0.0702,0.0387,69.17,0.07379,"FALSE",0.9457531,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","TG",-0.221,0.6751,-13.7287,0.2341,0.0452,0.0834,76,0.5893,"TRUE",0.9759918,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","LDL",-0.2263,0.2855,-2.0448,0.6569,0.0549,0.0334,76,0.1044,"TRUE",0.9457531,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","HDL",0.0129,0.874,2.6592,0.1383,0.003,0.0128,75.61,0.8178,"FALSE",0.9851732,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","CRP",5e-04,0.9787,-0.2364,0.5966,2e-04,0.0032,75,0.9509,"TRUE",0.9996524,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","ApoB",-0.1062,0.5132,-2.6189,0.458,0.0302,0.0221,69.04,0.1764,"FALSE",0.9457531,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","HDL_LDL",6e-04,0.5845,0.0215,0.3493,-4e-04,2e-04,73.72,0.0217,"FALSE",0.9337687,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.77","Chol_T_HDL",-0.0034,0.6198,-0.229,0.1306,0.002,0.001,73.7,0.055,"FALSE",0.9400567,"PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","",158,4.581,4.555733,854.5677,855.5705
"M.78","SBP",0.052,0.6916,-3.2028,0.2565,0.0228,0.0267,61,0.3952,"TRUE",0.9457531,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","DBP",-0.019,0.8123,-0.8372,0.6247,0.0049,0.0162,61,0.7637,"TRUE",0.979145,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","Insulin",-0.0222,0.7282,-0.55,0.6884,0.0061,0.0131,75,0.6434,"TRUE",0.9759918,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","Chol_T",-0.3192,0.2502,-3.7711,0.5232,-0.0597,0.0508,69.62,0.2439,"FALSE",0.9457531,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","TG",-0.2546,0.6274,-15.163,0.1799,-0.0097,0.108,76,0.9284,"TRUE",0.9996524,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","LDL",-0.2662,0.2114,-3.335,0.4638,-0.0432,0.0437,76,0.3258,"TRUE",0.9457531,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","HDL",0.0112,0.8888,2.8302,0.1054,-0.019,0.0164,74.87,0.2501,"FALSE",0.9457531,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","CRP",5e-04,0.9794,-0.1713,0.6916,-0.005,0.0041,75,0.2255,"TRUE",0.9457531,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","ApoB",-0.1295,0.4281,-3.383,0.3347,-0.0217,0.0287,67.94,0.4525,"FALSE",0.9457531,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","HDL_LDL",8e-04,0.4209,0.0341,0.1352,0,2e-04,74.08,0.9716,"FALSE",0.9996524,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.78","Chol_T_HDL",-0.0049,0.4704,-0.307,0.03929,6e-04,0.0014,74.15,0.6471,"FALSE",0.9759918,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","",11,4.321,4.414717,415.7549,416.7575
"M.79","SBP",0.0577,0.6652,-2.801,0.3162,-0.007,0.0254,61,0.7848,"TRUE",0.9838766,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","DBP",-0.0126,0.8752,-0.748,0.6569,-0.0085,0.0154,61,0.5805,"TRUE",0.9759918,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","Insulin",-0.0113,0.8575,-0.4571,0.7323,-0.0199,0.0121,75,0.1039,"TRUE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","Chol_T",-0.3427,0.2266,-4.6479,0.4356,0.0388,0.0478,70.47,0.4198,"FALSE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","TG",-0.1644,0.7506,-15.2943,0.164,-0.1712,0.0992,76,0.08848,"TRUE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","LDL",-0.2891,0.1772,-3.9593,0.3801,0.0409,0.0409,76,0.32,"TRUE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","HDL",-0.0059,0.9398,2.5544,0.1267,0.0314,0.0151,76,0.04081,"TRUE",0.9337687,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","CRP",0.0021,0.9164,-0.2423,0.5732,-0.0032,0.0039,75,0.4094,"TRUE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","ApoB",-0.1386,0.4043,-3.6823,0.2973,0.016,0.0269,67.35,0.5534,"FALSE",0.9759918,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","HDL_LDL",8e-04,0.4584,0.0342,0.1249,1e-04,2e-04,75.28,0.467,"FALSE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.79","Chol_T_HDL",-0.0042,0.5275,-0.2978,0.03981,-0.0012,0.0013,75.35,0.3383,"FALSE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]","",120,8.011,8.080916,1001.7567,1002.7597
"M.8","SBP",0.08,0.5479,-2.9277,0.2909,-0.0253,0.0227,61,0.2691,"TRUE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","DBP",-0.0045,0.9557,-0.8165,0.6264,-0.0133,0.0138,61,0.3393,"TRUE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","Insulin",-0.0091,0.8857,-0.5992,0.6551,-0.0164,0.0103,75,0.1166,"TRUE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","Chol_T",-0.3307,0.2459,-4.5084,0.4533,0.0132,0.04,67.36,0.7424,"FALSE",0.9759918,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","TG",-0.1694,0.7449,-16.5838,0.1351,-0.1216,0.0838,76,0.1508,"TRUE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","LDL",-0.2951,0.1744,-3.5484,0.4363,0.0391,0.0343,73.75,0.2577,"FALSE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","HDL",0.02,0.8032,2.4157,0.1581,-0.0133,0.0129,76,0.3062,"TRUE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","CRP",0.0015,0.9419,-0.2548,0.5559,-0.0014,0.0033,75,0.6779,"TRUE",0.9759918,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","ApoB",-0.1418,0.3947,-3.5315,0.3187,0.0164,0.0225,62.26,0.4675,"FALSE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","HDL_LDL",0.001,0.3475,0.032,0.161,-2e-04,2e-04,72.31,0.1788,"FALSE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.8","Chol_T_HDL",-0.0058,0.3945,-0.2842,0.05363,0.0013,0.0011,73.06,0.2142,"FALSE",0.9457531,"C20 - 7.5620003","",21,7.562,7.616433,933.6983,935.7118
"M.80","SBP",0.0496,0.7077,-2.8779,0.305,0.0077,0.0251,61,0.7611,"TRUE",0.9786329,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","DBP",-0.0147,0.8541,-0.6493,0.7004,-0.0106,0.0152,61,0.4879,"TRUE",0.9554148,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","Insulin",0.0107,0.8517,-0.2482,0.8367,-0.0478,0.0105,75,1.892e-05,"TRUE",0.0216426,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","Chol_T",-0.2697,0.3195,-4.3224,0.4488,-0.0728,0.0463,75.95,0.1203,"FALSE",0.9457531,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","TG",-0.2086,0.6919,-15.0312,0.1782,-0.07,0.0969,76,0.4718,"TRUE",0.9457531,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","LDL",-0.2497,0.2458,-3.8527,0.3949,-0.0269,0.0394,76,0.497,"TRUE",0.9579393,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","HDL",0.0359,0.6434,2.7043,0.1006,-0.0382,0.0142,76,0.00903,"TRUE",0.6357236,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","CRP",0.0025,0.9042,-0.2298,0.5936,-0.003,0.0037,75,0.4241,"TRUE",0.9457531,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","ApoB",-0.1282,0.4381,-3.6744,0.2954,-0.0016,0.0266,73.52,0.9524,"FALSE",0.9996524,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","HDL_LDL",0.0011,0.2969,0.0356,0.1082,-4e-04,2e-04,75.73,0.05862,"FALSE",0.9457531,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.80","Chol_T_HDL",-0.0065,0.3259,-0.3076,0.0316,0.0025,0.0012,75.54,0.04252,"FALSE",0.9337687,"C188 - 6.4130006","",77,6.413001,6.2644,666.581,667.583
"M.81","SBP",0.0561,0.6705,-2.974,0.2887,-0.0114,0.0186,61,0.5428,"TRUE",0.9759918,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","DBP",-0.0175,0.8265,-0.8169,0.6298,-0.0044,0.0113,61,0.6999,"TRUE",0.9759918,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","Insulin",-0.0207,0.7458,-0.5305,0.6985,-0.0037,0.0093,75,0.6906,"TRUE",0.9759918,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","Chol_T",-0.3203,0.2574,-4.7001,0.4347,-0.003,0.0366,73.56,0.9352,"FALSE",0.9996524,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","TG",-0.2156,0.6765,-17.5108,0.1159,-0.1178,0.0751,76,0.1208,"TRUE",0.9457531,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","LDL",-0.2716,0.2053,-3.7253,0.4151,0.0124,0.031,76,0.6909,"TRUE",0.9759918,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","HDL",0.0065,0.9352,2.7903,0.1053,0.0125,0.0116,76,0.2849,"TRUE",0.9457531,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","CRP",6e-04,0.9755,-0.255,0.5581,-6e-04,0.0029,75,0.8273,"TRUE",0.9851732,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","ApoB",-0.12,0.4692,-4.1903,0.2401,-0.0275,0.0203,69.9,0.1792,"FALSE",0.9457531,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","HDL_LDL",8e-04,0.438,0.0357,0.1211,1e-04,1e-04,75.86,0.616,"FALSE",0.9759918,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.81","Chol_T_HDL",-0.0046,0.4967,-0.3126,0.0361,-8e-04,0.001,75.92,0.4202,"FALSE",0.9457531,"C191 - 4.863","",82,4.863,4.912384,423.7696,848.5415
"M.82","SBP",0.0541,0.6798,-2.9522,0.2891,-0.0181,0.0204,61,0.3783,"TRUE",0.9457531,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","DBP",-0.0176,0.8238,-0.8728,0.6017,-0.0148,0.0123,61,0.2332,"TRUE",0.9457531,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","Insulin",-0.0211,0.7411,-0.5054,0.7101,-0.0054,0.0097,75,0.5774,"TRUE",0.9759918,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","Chol_T",-0.3349,0.2365,-3.9424,0.5098,0.0824,0.0361,65.24,0.02581,"FALSE",0.9337687,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","TG",-0.257,0.6241,-15.1734,0.1762,0.0151,0.08,76,0.8507,"TRUE",0.987161,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","LDL",-0.2801,0.195,-3.3434,0.4635,0.0743,0.0313,72.02,0.02035,"FALSE",0.9337687,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","HDL",0.0107,0.8949,2.5539,0.1431,-3e-04,0.0123,74.01,0.9832,"FALSE",0.9996524,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","CRP",-1e-04,0.9968,-0.2221,0.606,0.0027,0.0031,75,0.3784,"TRUE",0.9457531,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","ApoB",-0.1337,0.4207,-3.5129,0.3216,0.0214,0.021,64.39,0.3103,"FALSE",0.9457531,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","HDL_LDL",9e-04,0.417,0.0321,0.1708,-3e-04,2e-04,69.31,0.09084,"FALSE",0.9457531,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.82","Chol_T_HDL",-0.0051,0.4625,-0.2858,0.05805,0.0014,0.001,70.96,0.1466,"FALSE",0.9457531,"C194 - 3.106","",6,3.106,3.203717,844.5518,845.555
"M.83","SBP",0.0546,0.6803,-2.8521,0.3105,-0.0052,0.032,61,0.8725,"TRUE",0.9922331,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","DBP",-0.0164,0.8381,-0.8102,0.633,-0.0063,0.0193,61,0.7472,"TRUE",0.976862,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","Insulin",-0.0229,0.7172,-0.673,0.6198,-0.0176,0.0138,75,0.2053,"TRUE",0.9457531,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","Chol_T",-0.3094,0.236,-2.2755,0.6809,0.196,0.0496,71.09,0.0001808,"FALSE",0.0551525,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","TG",-0.2517,0.6308,-14.5981,0.1948,0.0586,0.1144,76,0.6102,"TRUE",0.9759918,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","LDL",-0.259,0.1909,-2.0747,0.6227,0.1563,0.043,76,0.0005081,"TRUE",0.129173,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","HDL",0.0121,0.8845,2.9445,0.1036,0.032,0.0171,74.41,0.06615,"FALSE",0.9457531,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","CRP",5e-04,0.9816,-0.2258,0.6037,0.0015,0.0044,75,0.741,"TRUE",0.9759918,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","ApoB",-0.1219,0.4401,-2.474,0.4642,0.095,0.0285,68.08,0.00137,"FALSE",0.2506992,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","HDL_LDL",8e-04,0.4088,0.0281,0.187,-5e-04,2e-04,76,0.02347,"TRUE",0.9337687,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.83","Chol_T_HDL",-0.0048,0.471,-0.2787,0.0544,0.0016,0.0014,75.77,0.2696,"FALSE",0.9457531,"C197 - 4.022","",95,4.022,4.082933,408.7473,816.4963
"M.84","SBP",0.0504,0.7037,-2.7214,0.3357,-0.0036,0.0183,61,0.8464,"TRUE",0.9859082,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","DBP",-0.025,0.7534,-0.5218,0.7583,-0.0099,0.011,61,0.3715,"TRUE",0.9457531,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","Insulin",-0.0293,0.6471,-0.3114,0.8188,-0.0087,0.0086,75,0.3169,"TRUE",0.9457531,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","Chol_T",-0.3328,0.2435,-4.4432,0.4606,-0.0125,0.035,74.8,0.7218,"FALSE",0.9759918,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","TG",-0.314,0.5502,-14.2267,0.2034,-0.0667,0.0707,76,0.3478,"TRUE",0.9457531,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","LDL",-0.249,0.2469,-4.2944,0.3453,0.0209,0.0288,76,0.4703,"TRUE",0.9457531,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","HDL",-0.0022,0.9777,2.791,0.1074,-0.0146,0.0108,69.27,0.1808,"FALSE",0.9457531,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","CRP",3e-04,0.9886,-0.2411,0.5793,-1e-04,0.0028,75,0.9641,"TRUE",0.9996524,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","ApoB",-0.1106,0.5035,-4.0538,0.2515,0.0222,0.0198,74.92,0.2653,"FALSE",0.9457531,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","HDL_LDL",6e-04,0.565,0.0389,0.07834,-3e-04,1e-04,70.2,0.03387,"FALSE",0.9337687,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.84","Chol_T_HDL",-0.004,0.5565,-0.3144,0.03286,0.001,9e-04,70.43,0.2575,"FALSE",0.9457531,"PI-Cer(t18:0/16:0(2OH))","",97,4.521,4.423017,814.545,836.5239
"M.85","SBP",0.0524,0.692,-2.8089,0.3158,7e-04,0.0193,61,0.9719,"TRUE",0.9996524,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","DBP",-0.0177,0.8244,-0.7283,0.6664,-0.0031,0.0117,61,0.79,"TRUE",0.9851113,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","Insulin",-0.0229,0.7199,-0.4204,0.7575,-0.0044,0.0095,75,0.6474,"TRUE",0.9759918,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","Chol_T",-0.3038,0.2619,-5.1356,0.371,0.0573,0.0375,76,0.1305,"FALSE",0.9457531,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","TG",-0.2496,0.6342,-15.4996,0.167,0.0224,0.0784,76,0.7757,"TRUE",0.9802088,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","LDL",-0.2593,0.2229,-4.262,0.3452,0.0348,0.0317,76,0.2753,"TRUE",0.9457531,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","HDL",0.0162,0.8385,2.349,0.169,0.0236,0.0117,75.03,0.04776,"FALSE",0.9337687,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","CRP",-3e-04,0.9894,-0.2106,0.624,-0.0034,0.003,75,0.2664,"TRUE",0.9457531,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","ApoB",-0.1217,0.4412,-3.9422,0.2442,0.026,0.0214,74.72,0.2279,"FALSE",0.9457531,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","HDL_LDL",9e-04,0.4084,0.0332,0.1472,1e-04,2e-04,75.64,0.4158,"FALSE",0.9457531,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
"M.85","Chol_T_HDL",-0.0051,0.4583,-0.2912,0.05035,-8e-04,0.001,75.59,0.4329,"FALSE",0.9457531,"C203 - 4.679","",71,4.679,4.705033,1244.8486,1244.3458
